Order,Email,Created at,Order Date,Subtotal,Discount Amount,Lineitem name,CATEGORY,Lineitem price,open_rate,click_rate
#4261,78587607537,2021-03-10 14:30:09 +1100,3/10/2021,,0,Dark Chocolate Chai - 50g,Dark Chocolate Chai,8.5,95.50%,20.19%
#4260,12846117798,2021-03-09 20:32:30 +1100,3/9/2021,58.5,,Tea 6 Pack Variety Selection,Tea 6 Pack Variety Selection,50,59.35%,47.09%
#4260,12846117798,2021-03-09 20:32:30 +1100,3/9/2021,,0,Dark Chocolate Chai - 50g,Dark Chocolate Chai,8.5,90.33%,33.94%
#4259,64728136155,2021-03-09 16:56:25 +1100,3/9/2021,18,,Sweet'n'Sticky Honey Chai - 100g,Sweet'n'Sticky Honey Chai,9.5,90.57%,51.90%
#4259,64728136155,2021-03-09 16:56:25 +1100,3/9/2021,,0,White Chocolate Chai - 50g,White Chocolate Chai,8.5,31.76%,7.04%
#4258,34455469879,2021-03-09 12:31:54 +1100,3/9/2021,50,0,Tea 6 Pack Variety Selection,Tea 6 Pack Variety Selection,50,21.16%,15.92%
#4257,38883643519,2021-03-09 07:54:06 +1100,3/9/2021,38,0,Tea Sampler Gift Box With Tea Strainer - With a Heart Shaped Tea Strainer,Tea Sampler Gift Box With Tea Strainer,38,1.06%,0.26%
#4256,64463818656,2021-03-09 06:44:01 +1100,3/9/2021,30,,Sweet'n'Sticky Honey Chai - 100g,Sweet'n'Sticky Honey Chai,9.5,62.60%,45.90%
#4256,64463818656,2021-03-09 06:44:01 +1100,3/9/2021,,,Honey Lip Balms and Scrubs - Honey Lip Balm - 12g,Honey Lip Balms and Scrubs,6,92.71%,23.10%
#4256,64463818656,2021-03-09 06:44:01 +1100,3/9/2021,,,Honey Lip Balms and Scrubs - Honey Lip Scrub - 15g,Honey Lip Balms and Scrubs,6,82.11%,35.49%
#4256,64463818656,2021-03-09 06:44:01 +1100,3/9/2021,,0,Dark Chocolate Chai - 50g,Dark Chocolate Chai,8.5,13.89%,2.72%
#4255,83334010278,2021-03-09 05:49:58 +1100,3/9/2021,68.5,,Dark Chocolate Chai - 50g,Dark Chocolate Chai,8.5,41.10%,31.52%
#4255,83334010278,2021-03-09 05:49:58 +1100,3/9/2021,,0,Tea 8 Pack Variety Selection,Tea 8 Pack Variety Selection,60,96.25%,13.93%
#4254,88784830299,2021-03-08 22:41:50 +1100,3/8/2021,100.75,,White Chocolate Chai - 250g,White Chocolate Chai,38.25,14.19%,2.87%
#4254,88784830299,2021-03-08 22:41:50 +1100,3/8/2021,,,Honey Dippers,Honey Dippers,2.5,78.87%,18.17%
#4254,88784830299,2021-03-08 22:41:50 +1100,3/8/2021,,0,Honey & Tea Gift Box with Beeswax Wood & Leather Polishes - White Chocolate Chai / Mesh Teaball Strainer,Honey & Tea Gift Box with Beeswax Wood & Leather Polishes,60,58.33%,16.08%
#4253,21446457117,2021-03-08 21:24:07 +1100,3/8/2021,58.56,,Masala Chai - 250g,Masala Chai,36,98.54%,68.86%
#4253,21446457117,2021-03-08 21:24:07 +1100,3/8/2021,,0,Sweet'n'Sticky Honey Chai - 250g,Sweet'n'Sticky Honey Chai,22.56,50.23%,11.09%
#4252,87145495038,2021-03-08 20:58:00 +1100,3/8/2021,128.5,,Tea Sampler Gift Box With Tea Strainer - With a Mesh Tea Ball Strainer,Tea Sampler Gift Box With Tea Strainer,38,11.56%,3.44%
#4252,87145495038,2021-03-08 20:58:00 +1100,3/8/2021,,,Rooibos Chai - 50g,Rooibos Chai,10.5,59.03%,23.97%
#4252,87145495038,2021-03-08 20:58:00 +1100,3/8/2021,,,Masala Chai - 50g,Masala Chai,8,99.60%,82.90%
#4252,87145495038,2021-03-08 20:58:00 +1100,3/8/2021,,,White Chocolate Chai - 50g,White Chocolate Chai,8.5,5.21%,3.79%
#4252,87145495038,2021-03-08 20:58:00 +1100,3/8/2021,,0,Dark Chocolate Chai - 50g,Dark Chocolate Chai,8.5,55.45%,29.86%
#4251,16288376839,2021-03-08 20:41:40 +1100,3/8/2021,156.25,,Beeswax Wraps DIY Kit - Large - Bees on Green,Beeswax Wraps DIY Kit,29,71.73%,54.57%
#4251,16288376839,2021-03-08 20:41:40 +1100,3/8/2021,,,Dark Chocolate Chai - 250g,Dark Chocolate Chai,38.25,48.15%,11.62%
#4251,16288376839,2021-03-08 20:41:40 +1100,3/8/2021,,,Tea Sampler Gift Box With Tea Strainer - With a Heart Shaped Tea Strainer,Tea Sampler Gift Box With Tea Strainer,38,55.40%,13.69%
#4251,16288376839,2021-03-08 20:41:40 +1100,3/8/2021,,,*NEW* Honey and Peppermint Lotion Bars,*NEW* Honey and Peppermint Lotion Bars,8,70.49%,60.30%
#4251,16288376839,2021-03-08 20:41:40 +1100,3/8/2021,,,Honey Face Cleanser Mask Pack - Autumn,Honey Face Cleanser Mask Pack,29.5,60.74%,41.65%
#4251,16288376839,2021-03-08 20:41:40 +1100,3/8/2021,,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,36.89%,33.62%
#4250,88401064047,2021-03-08 19:40:06 +1100,3/8/2021,52.5,,Honey Lip Balms and Scrubs - Honey Lip Balm - 12g,Honey Lip Balms and Scrubs,6,63.07%,43.68%
#4250,88401064047,2021-03-08 19:40:06 +1100,3/8/2021,,,Tea Sampler Gift Box With Tea Strainer - With a Mesh Tea Ball Strainer,Tea Sampler Gift Box With Tea Strainer,38,31.38%,27.89%
#4250,88401064047,2021-03-08 19:40:06 +1100,3/8/2021,,0,Dark Chocolate Chai - 50g,Dark Chocolate Chai,8.5,76.67%,46.43%
#4249,60521242217,2021-03-08 19:16:33 +1100,3/8/2021,60,0,Tea 8 Pack Variety Selection,Tea 8 Pack Variety Selection,60,80.52%,56.87%
#4248,74339587412,2021-03-08 15:06:03 +1100,3/8/2021,103,,Golden Turmeric Chai - 250g,Golden Turmeric Chai,38.25,17.77%,3.53%
#4248,74339587412,2021-03-08 15:06:03 +1100,3/8/2021,,,Sweet'n'Sticky Honey Chai - 100g,Sweet'n'Sticky Honey Chai,9.5,15.69%,12.05%
#4248,74339587412,2021-03-08 15:06:03 +1100,3/8/2021,,,Dark Chocolate Chai - 50g,Dark Chocolate Chai,8.5,14.62%,7.67%
#4248,74339587412,2021-03-08 15:06:03 +1100,3/8/2021,,0,Dark Chocolate Chai - 250g,Dark Chocolate Chai,38.25,86.14%,16.20%
#4247,50442730958,2021-03-08 12:12:29 +1100,3/8/2021,54.5,,Beeswax Thread Conditioner - Sewing Accessory,Beeswax Thread Conditioner,7,89.02%,72.33%
#4247,50442730958,2021-03-08 12:12:29 +1100,3/8/2021,,,*NEW* Honey and Peppermint Lotion Bars,*NEW* Honey and Peppermint Lotion Bars,8,24.37%,21.43%
#4247,50442730958,2021-03-08 12:12:29 +1100,3/8/2021,,,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,70.95%,11.12%
#4247,50442730958,2021-03-08 12:12:29 +1100,3/8/2021,,,Honey Lip Balms and Scrubs - Honey Lip Balm - 12g,Honey Lip Balms and Scrubs,6,57.54%,53.71%
#4247,50442730958,2021-03-08 12:12:29 +1100,3/8/2021,,0,Honey Lip Balms and Scrubs - Honey Lip Scrub - 15g,Honey Lip Balms and Scrubs,6,49.94%,41.07%
#4246,72829951412,2021-03-07 22:38:41 +1100,3/7/2021,56.5,,*NEW* Honey and Peppermint Lotion Bars,*NEW* Honey and Peppermint Lotion Bars,8,4.75%,2.22%
#4246,72829951412,2021-03-07 22:38:41 +1100,3/7/2021,,,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,61.82%,24.89%
#4246,72829951412,2021-03-07 22:38:41 +1100,3/7/2021,,0,Beeswax Wraps DIY Blocks - 3,Beeswax Wraps DIY Blocks,35,23.69%,20.60%
#4245,69835673690,2021-03-07 20:31:42 +1100,3/7/2021,74,,Raw Australian Honey - 65g,Raw Australian Honey,5.5,36.44%,22.10%
#4245,69835673690,2021-03-07 20:31:42 +1100,3/7/2021,,,Honey Dippers,Honey Dippers,2.5,39.78%,3.90%
#4245,69835673690,2021-03-07 20:31:42 +1100,3/7/2021,,,Tea Sampler Gift Box With Tea Strainer - With a Mesh Tea Ball Strainer,Tea Sampler Gift Box With Tea Strainer,38,29.69%,1.70%
#4245,69835673690,2021-03-07 20:31:42 +1100,3/7/2021,,,French Love Tea - 50g,French Love Tea,10.5,44.95%,26.04%
#4245,69835673690,2021-03-07 20:31:42 +1100,3/7/2021,,,Sweet'n'Sticky Honey Chai - 100g,Sweet'n'Sticky Honey Chai,9.5,52.43%,18.78%
#4245,69835673690,2021-03-07 20:31:42 +1100,3/7/2021,,0,Masala Chai - 50g,Masala Chai,8,26.24%,23.14%
#4244,70565885660,2021-03-05 23:21:24 +1100,3/5/2021,19.5,0,Beeswax Wood Polish with Raw Linseed Oil,Beeswax Wood Polish with Raw Linseed Oil,19.5,17.64%,12.21%
#4243,56484412958,2021-03-05 18:04:38 +1100,3/5/2021,12,0,Honey Lip Balms and Scrubs - Honey Lip Balm - 12g,Honey Lip Balms and Scrubs,6,30.40%,2.67%
#4242,68774068197,2021-03-05 17:57:38 +1100,3/5/2021,54.25,,Raw Australian Honey - 65g,Raw Australian Honey,5.5,17.86%,16.97%
#4242,68774068197,2021-03-05 17:57:38 +1100,3/5/2021,,,Stainless Steel Tea Strainers - Heart Shaped Tea Strainer,Stainless Steel Tea Strainers,6,89.48%,79.57%
#4242,68774068197,2021-03-05 17:57:38 +1100,3/5/2021,,0,Sweet'n'Sticky Honey Chai - 500g,Sweet'n'Sticky Honey Chai,42.75,35.60%,22.60%
#4241,77335297606,2021-03-05 14:59:27 +1100,3/5/2021,68,0,Honey Butter Balm - Bulk 500g,Honey Butter Balm,68,94.30%,37.02%
#4240,59997200043,2021-03-04 21:19:02 +1100,3/4/2021,19.5,0,Beeswax Wood Polish with Raw Linseed Oil,Beeswax Wood Polish with Raw Linseed Oil,19.5,83.57%,41.79%
#4239,27875086756,2021-03-04 21:15:43 +1100,3/4/2021,36,0,Masala Chai - 250g,Masala Chai,36,72.34%,26.85%
#4238,79905664581,2021-03-04 20:00:07 +1100,3/4/2021,612.28,,Honey Butter Balm,Honey Butter Balm,9,77.29%,65.67%
#4238,79905664581,2021-03-04 20:00:07 +1100,3/4/2021,,,Honey Lip Balm,Honey Lip Balm,3.66,90.60%,78.50%
#4238,79905664581,2021-03-04 20:00:07 +1100,3/4/2021,,,Choc Mint Lip Balm,Choc Mint Lip Balm,3.66,4.49%,4.02%
#4238,79905664581,2021-03-04 20:00:07 +1100,3/4/2021,,,Sweet'n'Sticky Chai,Sweet'n'Sticky Chai,6.33,92.22%,21.63%
#4238,79905664581,2021-03-04 20:00:07 +1100,3/4/2021,,,Turmeric Chai,Turmeric Chai,6,72.48%,21.76%
#4238,79905664581,2021-03-04 20:00:07 +1100,3/4/2021,,,Sticky Turmeric Chai,Sticky Turmeric Chai,6.33,90.60%,65.58%
#4238,79905664581,2021-03-04 20:00:07 +1100,3/4/2021,,,Masala Chai,Masala Chai,5.66,71.12%,48.56%
#4238,79905664581,2021-03-04 20:00:07 +1100,3/4/2021,,,Love Tea,Love Tea,7.66,81.47%,59.52%
#4238,79905664581,2021-03-04 20:00:07 +1100,3/4/2021,,,Dark Chocolate Chai,Dark Chocolate Chai,6,74.90%,6.08%
#4238,79905664581,2021-03-04 20:00:07 +1100,3/4/2021,,,White Chocolate Chai,White Chocolate Chai,6,10.73%,9.97%
#4238,79905664581,2021-03-04 20:00:07 +1100,3/4/2021,,,Organic Rooibos Chai,Organic Rooibos Chai,7.66,48.14%,9.07%
#4238,79905664581,2021-03-04 20:00:07 +1100,3/4/2021,,0,8 Pack of Tea,8 Pack of Tea,56.29,13.73%,6.26%
#4237,92007492440,2021-03-04 15:17:44 +1100,3/4/2021,21.5,,*NEW* Honey and Peppermint Lotion Bars,*NEW* Honey and Peppermint Lotion Bars,8,93.24%,17.88%
#4237,92007492440,2021-03-04 15:17:44 +1100,3/4/2021,,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,54.98%,16.05%
#4236,71068979636,2021-03-04 14:49:12 +1100,3/4/2021,16.5,0,Beeswax Wood Polish with Raw Linseed Oil,Beeswax Wood Polish with Raw Linseed Oil,16.5,58.35%,43.48%
#4235,22491727745,2021-03-04 10:24:11 +1100,3/4/2021,53.62,,Sticky Turmeric Chai - 250g,Sticky Turmeric Chai,22.56,71.65%,41.71%
#4235,22491727745,2021-03-04 10:24:11 +1100,3/4/2021,,0,Golden Turmeric Chai - 50g,Golden Turmeric Chai,8.5,69.68%,23.55%
#4234,34215733957,2021-03-03 09:39:01 +1100,3/3/2021,81,,Masala Chai - 50g,Masala Chai,8,9.67%,9.60%
#4234,34215733957,2021-03-03 09:39:01 +1100,3/3/2021,,,French Love Tea - 50g,French Love Tea,10.5,80.79%,12.09%
#4234,34215733957,2021-03-03 09:39:01 +1100,3/3/2021,,,Sweet'n'Sticky Honey Chai - 100g,Sweet'n'Sticky Honey Chai,9.5,29.74%,20.68%
#4234,34215733957,2021-03-03 09:39:01 +1100,3/3/2021,,,Dark Chocolate Chai - 50g,Dark Chocolate Chai,8.5,98.80%,54.89%
#4234,34215733957,2021-03-03 09:39:01 +1100,3/3/2021,,,Sticky Turmeric Chai - 100g,Sticky Turmeric Chai,9.5,16.92%,8.04%
#4234,34215733957,2021-03-03 09:39:01 +1100,3/3/2021,,,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,2.03%,0.55%
#4234,34215733957,2021-03-03 09:39:01 +1100,3/3/2021,,0,*NEW* Honey and Peppermint Lotion Bars,*NEW* Honey and Peppermint Lotion Bars,8,10.30%,7.67%
#4233,23328679054,2021-03-03 09:10:46 +1100,3/3/2021,27.5,,Beeswax Thread Conditioner - Sewing Accessory,Beeswax Thread Conditioner,7,57.89%,44.32%
#4233,23328679054,2021-03-03 09:10:46 +1100,3/3/2021,,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,57.71%,25.08%
#4232,43861502164,2021-03-02 22:00:28 +1100,3/2/2021,72,,Masala Chai - 250g,Masala Chai,36,71.74%,62.23%
#4232,43861502164,2021-03-02 22:00:28 +1100,3/2/2021,,0,Australian Grown Loose Leaf Tea - 250g,Australian Grown Loose Leaf Tea,36,20.16%,7.69%
#4231,42017360157,2021-03-02 20:37:28 +1100,3/2/2021,64.75,,White Chocolate Chai - 250g,White Chocolate Chai,38.25,89.22%,53.58%
#4231,42017360157,2021-03-02 20:37:28 +1100,3/2/2021,,,Dark Chocolate Chai - 50g,Dark Chocolate Chai,8.5,95.37%,61.69%
#4231,42017360157,2021-03-02 20:37:28 +1100,3/2/2021,,,Sweet'n'Sticky Honey Chai - 100g,Sweet'n'Sticky Honey Chai,9.5,65.08%,10.97%
#4231,42017360157,2021-03-02 20:37:28 +1100,3/2/2021,,,Honey Dippers,Honey Dippers,2.5,91.04%,37.20%
#4231,42017360157,2021-03-02 20:37:28 +1100,3/2/2021,,0,Stainless Steel Tea Strainers - Heart Shaped Tea Strainer,Stainless Steel Tea Strainers,6,34.64%,33.32%
#4230,48904501965,2021-03-02 15:56:41 +1100,3/2/2021,85,0,Naked Beeswax Tea Light Candles - 48 Pack,Naked Beeswax Tea Light Candles,85,65.97%,32.30%
#4229,56487300924,2021-03-02 11:18:15 +1100,3/2/2021,19.5,0,Beeswax Wood Polish with Raw Linseed Oil,Beeswax Wood Polish with Raw Linseed Oil,19.5,47.57%,40.42%
#4228,64010961310,2021-03-02 09:47:58 +1100,3/2/2021,7,0,Beeswax Thread Conditioner - Sewing Accessory,Beeswax Thread Conditioner,7,27.58%,3.75%
#4227,59531332811,2021-03-01 23:18:09 +1100,3/1/2021,74.5,,*NEW* Honey and Peppermint Lotion Bars,*NEW* Honey and Peppermint Lotion Bars,8,73.27%,59.72%
#4227,59531332811,2021-03-01 23:18:09 +1100,3/1/2021,,,Masala Chai - 250g,Masala Chai,36,53.35%,17.45%
#4227,59531332811,2021-03-01 23:18:09 +1100,3/1/2021,,8,Naked Beeswax Tea Light Candles - 12 Pack,Naked Beeswax Tea Light Candles,30.5,71.26%,17.99%
#4226,77510585612,2021-03-01 19:36:26 +1100,3/1/2021,16.5,0,Beeswax Wood Polish with Raw Linseed Oil,Beeswax Wood Polish with Raw Linseed Oil,16.5,13.44%,2.76%
#4225,77510585612,2021-03-01 18:55:55 +1100,3/1/2021,20.5,0,Naked Beeswax Tea Light Candles - 6 Pack,Naked Beeswax Tea Light Candles,20.5,54.19%,35.87%
#4224,25895132452,2021-03-01 11:48:45 +1100,3/1/2021,33.5,,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,53.50%,19.28%
#4224,25895132452,2021-03-01 11:48:45 +1100,3/1/2021,,,Honey Lip Balms and Scrubs - Honey Lip Balm - 12g,Honey Lip Balms and Scrubs,6,4.78%,2.79%
#4224,25895132452,2021-03-01 11:48:45 +1100,3/1/2021,,,Honey Lip Balms and Scrubs - Honey Lip Scrub - 15g,Honey Lip Balms and Scrubs,6,38.31%,31.88%
#4224,25895132452,2021-03-01 11:48:45 +1100,3/1/2021,,0,*NEW* Honey and Peppermint Lotion Bars,*NEW* Honey and Peppermint Lotion Bars,8,47.95%,47.21%
#4223,57146225726,2021-03-01 09:42:04 +1100,3/1/2021,44.06,,Sweet'n'Sticky Honey Chai - 250g,Sweet'n'Sticky Honey Chai,22.56,15.40%,2.55%
#4223,57146225726,2021-03-01 09:42:04 +1100,3/1/2021,,,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,14.69%,13.85%
#4223,57146225726,2021-03-01 09:42:04 +1100,3/1/2021,,0,*NEW* Honey and Peppermint Lotion Bars,*NEW* Honey and Peppermint Lotion Bars,8,86.19%,42.25%
#4222,809192351.3,2021-03-01 09:16:13 +1100,3/1/2021,52.5,,Beeswax Leather Polish with Cocoa Butter,Beeswax Leather Polish with Cocoa Butter,17.5,62.69%,44.47%
#4222,809192351.3,2021-03-01 09:16:13 +1100,3/1/2021,,,*NEW* Honey and Peppermint Lotion Bars,*NEW* Honey and Peppermint Lotion Bars,8,43.73%,38.99%
#4222,809192351.3,2021-03-01 09:16:13 +1100,3/1/2021,,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,70.47%,46.38%
#4221,78114827600,2021-03-01 08:16:08 +1100,3/1/2021,57.5,,Tea Sampler Gift Box With Tea Strainer - With a Mesh Tea Ball Strainer,Tea Sampler Gift Box With Tea Strainer,38,69.17%,52.36%
#4221,78114827600,2021-03-01 08:16:08 +1100,3/1/2021,,,Stainless Steel Tea Strainers - Heart Shaped Tea Strainer,Stainless Steel Tea Strainers,6,84.17%,33.36%
#4221,78114827600,2021-03-01 08:16:08 +1100,3/1/2021,,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,62.37%,1.78%
#4220,68430144048,2021-03-01 07:36:38 +1100,3/1/2021,55,,Honey Lip Balms and Scrubs - Honey Lip Balm - 12g,Honey Lip Balms and Scrubs,6,41.53%,13.29%
#4220,68430144048,2021-03-01 07:36:38 +1100,3/1/2021,,,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,99.53%,43.55%
#4220,68430144048,2021-03-01 07:36:38 +1100,3/1/2021,,0,*NEW* Honey and Peppermint Lotion Bars,*NEW* Honey and Peppermint Lotion Bars,8,2.11%,0.91%
#4219,16040380549,2021-03-01 03:04:48 +1100,3/1/2021,13.5,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,67.40%,47.25%
#4218,116556610.1,2021-03-01 00:13:40 +1100,3/1/2021,55.75,,Dark Chocolate Chai - 50g,Dark Chocolate Chai,8.5,90.80%,37.18%
#4218,116556610.1,2021-03-01 00:13:40 +1100,3/1/2021,,0,Rooibos Chai - 250g,Rooibos Chai,47.25,68.21%,6.03%
#4217,51289735536,2021-02-28 22:45:47 +1100,2/28/2021,52.5,,Honey Lip Balms and Scrubs - Choc Mint Lip Balm - 12g,Honey Lip Balms and Scrubs,6,79.88%,77.83%
#4217,51289735536,2021-02-28 22:45:47 +1100,2/28/2021,,,French Love Tea - 50g,French Love Tea,10.5,42.93%,30.54%
#4217,51289735536,2021-02-28 22:45:47 +1100,2/28/2021,,,*NEW* Honey and Peppermint Lotion Bars,*NEW* Honey and Peppermint Lotion Bars,8,46.67%,5.42%
#4217,51289735536,2021-02-28 22:45:47 +1100,2/28/2021,,,Honey Lip Balms and Scrubs - Honey Lip Balm - 12g,Honey Lip Balms and Scrubs,6,37.58%,28.73%
#4217,51289735536,2021-02-28 22:45:47 +1100,2/28/2021,,,Raw Australian Honey - 150g,Raw Australian Honey,8.5,9.21%,7.18%
#4217,51289735536,2021-02-28 22:45:47 +1100,2/28/2021,,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,73.89%,67.30%
#4216,53814277251,2021-02-28 22:10:37 +1100,2/28/2021,35,,*NEW* Honey and Peppermint Lotion Bars,*NEW* Honey and Peppermint Lotion Bars,8,52.70%,11.28%
#4216,53814277251,2021-02-28 22:10:37 +1100,2/28/2021,,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,62.62%,8.90%
#4215,76889559073,2021-02-28 21:15:10 +1100,2/28/2021,13.5,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,67.11%,21.90%
#4214,13032937303,2021-02-28 20:46:01 +1100,2/28/2021,16,0,*NEW* Honey and Peppermint Lotion Bars,*NEW* Honey and Peppermint Lotion Bars,8,66.42%,2.63%
#4213,57430959277,2021-02-28 20:42:48 +1100,2/28/2021,54.5,,Honey Lip Balms and Scrubs - Honey Lip Scrub - 15g,Honey Lip Balms and Scrubs,6,52.78%,23.54%
#4213,57430959277,2021-02-28 20:42:48 +1100,2/28/2021,,,Sticky Turmeric Chai - 100g,Sticky Turmeric Chai,9.5,26.33%,4.63%
#4213,57430959277,2021-02-28 20:42:48 +1100,2/28/2021,,,Beeswax Leather Polish with Cocoa Butter,Beeswax Leather Polish with Cocoa Butter,17.5,58.45%,49.24%
#4213,57430959277,2021-02-28 20:42:48 +1100,2/28/2021,,,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,77.82%,68.20%
#4213,57430959277,2021-02-28 20:42:48 +1100,2/28/2021,,0,*NEW* Honey and Peppermint Lotion Bars,*NEW* Honey and Peppermint Lotion Bars,8,68.45%,61.93%
#4212,52610205946,2021-02-28 20:37:54 +1100,2/28/2021,27.5,,Honey Lip Balms and Scrubs - Honey Lip Balm - 12g,Honey Lip Balms and Scrubs,6,11.93%,1.14%
#4212,52610205946,2021-02-28 20:37:54 +1100,2/28/2021,,,*NEW* Honey and Peppermint Lotion Bars,*NEW* Honey and Peppermint Lotion Bars,8,84.16%,79.64%
#4212,52610205946,2021-02-28 20:37:54 +1100,2/28/2021,,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,66.28%,25.38%
#4211,11696028802,2021-02-28 20:28:45 +1100,2/28/2021,21.5,,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,64.41%,20.25%
#4211,11696028802,2021-02-28 20:28:45 +1100,2/28/2021,,0,*NEW* Honey and Peppermint Lotion Bars,*NEW* Honey and Peppermint Lotion Bars,8,37.93%,32.57%
#4210,32807420519,2021-02-28 20:22:53 +1100,2/28/2021,21.5,,*NEW* Honey and Peppermint Lotion Bars,*NEW* Honey and Peppermint Lotion Bars,8,22.55%,13.73%
#4210,32807420519,2021-02-28 20:22:53 +1100,2/28/2021,,0,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,92.99%,51.64%
#4209,82809841451,2021-02-28 10:01:14 +1100,2/28/2021,7,7.8,Beeswax Thread Conditioner - Sewing Accessory,Beeswax Thread Conditioner,7,78.71%,75.19%
#4208,8079843361,2021-02-27 21:52:29 +1100,2/27/2021,70.26,,Honey Butter Balm For Dry Skin,Honey Butter Balm For Dry Skin,13.5,49.84%,7.32%
#4208,8079843361,2021-02-27 21:52:29 +1100,2/27/2021,,,Stainless Steel Tea Strainers - Stainless Steel Mesh Ball,Stainless Steel Tea Strainers,6,49.24%,2.92%
#4208,8079843361,2021-02-27 21:52:29 +1100,2/27/2021,,,Chilli Chai - 250g,Chilli Chai,36,48.68%,41.53%
#4208,8079843361,2021-02-27 21:52:29 +1100,2/27/2021,,0,Sweet'n'Sticky Honey Chai - 250g,Sweet'n'Sticky Honey Chai,22.56,14.74%,3.13%
#4207,50590906267,2021-02-27 17:37:51 +1100,2/27/2021,15.9,0,Beeswax Thread Conditioner - Sewing Accessory,Beeswax Thread Conditioner,15.9,97.05%,58.79%
#4206,4141102592,2021-02-27 17:11:47 +1100,2/27/2021,38,0,Tea Sampler Gift Box With Tea Strainer - With a Heart Shaped Tea Strainer,Tea Sampler Gift Box With Tea Strainer,38,49.58%,3.95%
#4205,32332357173,2021-02-27 09:41:29 +1100,2/27/2021,103,,Naked Beeswax Tea Light Candles - 48 Pack,Naked Beeswax Tea Light Candles,85,30.53%,12.51%
#4205,32332357173,2021-02-27 09:41:29 +1100,2/27/2021,,0,Honey Lip Balms and Scrubs - Honey Lip Balm - 12g,Honey Lip Balms and Scrubs,6,53.60%,19.89%
#4204,22261041059,2021-02-27 08:22:37 +1100,2/27/2021,75,,Beeswax Wraps DIY Kit - Large - Bees on Green,Beeswax Wraps DIY Kit,29,22.72%,7.16%
#4204,22261041059,2021-02-27 08:22:37 +1100,2/27/2021,,,*NEW* Honey and Peppermint Lotion Bars,*NEW* Honey and Peppermint Lotion Bars,8,97.02%,81.86%
#4204,22261041059,2021-02-27 08:22:37 +1100,2/27/2021,,0,Tea Sampler Gift Box With Tea Strainer - With a Mesh Tea Ball Strainer,Tea Sampler Gift Box With Tea Strainer,38,65.70%,46.00%
#4203,94967653591,2021-02-27 08:00:33 +1100,2/27/2021,60,0,Tea 8 Pack Variety Selection,Tea 8 Pack Variety Selection,60,47.47%,16.36%
#4202,92727879634,2021-02-27 07:12:55 +1100,2/27/2021,38,0,Tea Sampler Gift Box With Tea Strainer - With a Mesh Tea Ball Strainer,Tea Sampler Gift Box With Tea Strainer,38,59.90%,24.36%
#4201,74493738328,2021-02-26 23:08:30 +1100,2/26/2021,15.9,0,Beeswax Thread Conditioner - Sewing Accessory,Beeswax Thread Conditioner,15.9,80.46%,8.07%
#4200,28760828066,2021-02-26 21:37:46 +1100,2/26/2021,52,,Honey Lip Balms and Scrubs - Honey Lip Balm - 12g,Honey Lip Balms and Scrubs,6,63.27%,62.68%
#4200,28760828066,2021-02-26 21:37:46 +1100,2/26/2021,,,Mini Chai and Honey Gift Box - Original Masala / Organic Rooibos,Mini Chai and Honey Gift Box,23,97.29%,44.54%
#4200,28760828066,2021-02-26 21:37:46 +1100,2/26/2021,,0,Mini Chai and Honey Gift Box - Dark Chocolate Chai / Golden Turmeric Chai,Mini Chai and Honey Gift Box,23,58.18%,19.70%
#4199,30238785006,2021-02-26 18:07:33 +1100,2/26/2021,35,0,Beeswax Wraps DIY Kit - Large - Beehives,Beeswax Wraps DIY Kit,35,64.25%,1.68%
#4198,50631976151,2021-02-25 13:58:55 +1100,2/25/2021,16,0,*NEW* Honey and Peppermint Lotion Bars,*NEW* Honey and Peppermint Lotion Bars,8,77.61%,52.73%
#4197,91231249815,2021-02-25 10:24:30 +1100,2/25/2021,22,,Honey Lip Balms and Scrubs - Honey Lip Balm - 12g,Honey Lip Balms and Scrubs,6,1.47%,0.44%
